Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
3900 BLOCK OF NE 112TH AVE,25-93685,Property,Parkrose,4/11/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.551467338,-122.547459818,7677660,693798,4/12/2025,1
3900 BLOCK OF NE CULLY BLVD,25-131995,Property,Cully,5/20/2025,1419,Vandalism,Vandalism,45.551467516,-122.604277006,7663110,694172,5/20/2025,1
3900 BLOCK OF NE GARFIELD AVE,25-108730,Property,King,4/25/2025,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.551431002,-122.662573858,7648181,694553,4/27/2025,1
3900 BLOCK OF NE HANCOCK ST,25-907430,Property,Hollywood,3/28/2025,2007,Larceny Offenses,All Other Larceny,45.536559171,-122.622463463,7658310,688860,4/1/2025,1
3900 BLOCK OF NE MALLORY AVE,25-72201,Property,King,3/21/2025,0627,Larceny Offenses,Theft From Motor Vehicle,45.551430957,-122.663596985,7647919,694560,3/21/2025,1
3900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-12976,Property,King,1/15/2025,1315,Larceny Offenses,All Other Larceny,45.551437869,-122.661625188,7648424,694549,1/15/2025,1
3900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-903187,Property,King,2/6/2025,1920,Larceny Offenses,Theft From Motor Vehicle,45.551434734,-122.661500107,7648456,694547,2/6/2025,1
3900 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-903223,Property,King,2/3/2025,0500,Vandalism,Vandalism,45.551434734,-122.661500107,7648456,694547,2/7/2025,1
3900 BLOCK OF NE ROSA PARKS WAY,25-907349,Property,Concordia,3/29/2025,1200,Larceny Offenses,Theft From Motor Vehicle,45.569999786,-122.622968474,7658501,701052,3/31/2025,1
3900 BLOCK OF NE TILLAMOOK ST,25-907238,Property,Hollywood,3/27/2025,1530,Larceny Offenses,Theft From Motor Vehicle,45.537733490,-122.622460524,7658322,689288,3/29/2025,1
3900 BLOCK OF NW GORDON ST,25-901028,Property,Northwest,12/31/2024,1655,Larceny Offenses,All Other Larceny,45.540314042,-122.722253744,7632787,690916,1/12/2025,1
3900 BLOCK OF NW SUNSET CIR,25-912207,Property,Forest Park,5/27/2025,1155,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.550387388,-122.780748499,7617909,695005,5/27/2025,1
3900 BLOCK OF S BOND AVE,25-26556,Property,South Portland,1/23/2025,0000,Larceny Offenses,Theft From Motor Vehicle,45.494645841,-122.670992050,7645469,673914,1/30/2025,1
3900 BLOCK OF S BOND AVE,25-903230,Property,South Portland,2/7/2025,1145,Fraud Offenses,Credit Card/ATM Fraud,45.494645841,-122.670992050,7645469,673914,2/7/2025,1
3900 BLOCK OF S BOND AVE,25-912788,Property,South Portland,5/29/2025,2150,Larceny Offenses,Theft From Building,45.494645841,-122.670992050,7645469,673914,5/31/2025,1
3900 BLOCK OF SE 9TH AVE,25-50005,Property,Brooklyn,2/25/2025,0000,Motor Vehicle Theft,Motor Vehicle Theft,45.494241197,-122.656499458,7649180,673667,2/25/2025,1
3900 BLOCK OF SE 11TH AVE,25-5786,Property,Brooklyn,11/30/2024,1559,Larceny Offenses,Theft From Motor Vehicle,45.494237716,-122.654345903,7649732,673651,1/7/2025,1
3900 BLOCK OF SE 27TH AVE,25-911090,Property,Creston-Kenilworth,5/12/2025,1245,Fraud Offenses,Identity Theft,45.494440286,-122.638663237,7653754,673618,5/12/2025,1
3900 BLOCK OF SE 31ST AVE,25-117983,Property,Creston-Kenilworth,5/5/2025,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.494429710,-122.633626497,7655045,673580,5/6/2025,1
3900 BLOCK OF SE 62ND AVE,25-138567,Property,Foster-Powell,5/18/2025,0001,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.494213820,-122.599487865,7663794,673272,5/26/2025,1
3900 BLOCK OF SE 80TH AVE,25-901555,Property,Foster-Powell,4/2/2024,1602,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.493880642,-122.581012019,7668527,673028,1/18/2025,1
3900 BLOCK OF SE 82ND AVE,25-93801,Property,Lents,4/11/2025,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.493782535,-122.578702933,7669118,672977,4/12/2025,1
3900 BLOCK OF SE 82ND AVE,25-115535,Property,Lents,5/3/2025,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.493782535,-122.578702933,7669118,672977,5/4/2025,1
3900 BLOCK OF SE 82ND AVE,25-802479,Property,Lents,4/26/2025,1722,Fraud Offenses,Credit Card/ATM Fraud,45.493782535,-122.578702933,7669118,672977,4/28/2025,1
3900 BLOCK OF SE 82ND AVE,25-802479,Property,Lents,4/26/2025,1722,Fraud Offenses,Identity Theft,45.493782535,-122.578702933,7669118,672977,4/28/2025,1
3900 BLOCK OF SE 100TH AVE,25-909279,Property,Lents,4/20/2025,0445,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.493201756,-122.560690505,7673730,672647,4/20/2025,1
3900 BLOCK OF SE 101ST AVE,25-69914,Property,Lents,3/18/2025,0030,Motor Vehicle Theft,Motor Vehicle Theft,45.493038714,-122.559838090,7673947,672582,3/18/2025,1
3900 BLOCK OF SE 104TH AVE,25-909427,Property,Lents,4/22/2025,1900,Vandalism,Vandalism,45.493761956,-122.555916530,7674959,672820,4/22/2025,1
3900 BLOCK OF SE 112TH AVE,25-23787,Society,Lents,1/27/2025,1444,Weapon Law Violations,Weapons Law Violations,45.493817451,-122.548050283,7676976,672789,1/27/2025,1
3900 BLOCK OF SE 116TH AVE,25-906415,Property,Powellhurst-Gilbert,3/18/2025,0120,Larceny Offenses,Theft From Motor Vehicle,45.493569126,-122.543508432,7678138,672669,3/18/2025,1
3900 BLOCK OF SE 122ND AVE,25-12357,Property,Powellhurst-Gilbert,1/15/2025,0310,Motor Vehicle Theft,Motor Vehicle Theft,45.493762330,-122.537730271,7679621,672702,1/15/2025,1
3900 BLOCK OF SE 134TH AVE,25-72842,Property,Powellhurst-Gilbert,3/21/2025,2131,Larceny Offenses,Theft From Motor Vehicle,45.493500631,-122.525382265,7682784,672527,3/21/2025,1
3900 BLOCK OF SE 134TH AVE,25-911591,Property,Powellhurst-Gilbert,3/20/2025,1250,Counterfeiting/Forgery,Counterfeiting/Forgery,45.493501172,-122.525507114,7682752,672528,5/17/2025,1
3900 BLOCK OF SE 136TH AVE,25-121584,Property,Powellhurst-Gilbert,4/19/2025,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.494025023,-122.523493397,7683273,672706,5/9/2025,1
3900 BLOCK OF SE 146TH AVE,25-902265,Property,Centennial,8/7/2024,0000,Larceny Offenses,All Other Larceny,45.493491758,-122.512778118,7686015,672443,1/27/2025,1
3900 BLOCK OF SE ANKENY ST,25-56905,Property,Laurelhurst,3/2/2025,0900,Larceny Offenses,All Other Larceny,45.522696380,-122.622277009,7658225,683806,3/4/2025,1
3900 BLOCK OF SE ASH ST,25-140168,Society,Laurelhurst,5/28/2025,1200,Weapon Law Violations,Weapons Law Violations,45.521746949,-122.622284454,7658214,683460,5/28/2025,1
3900 BLOCK OF SE BYBEE BLVD,25-911357,Property,Woodstock,5/17/2025,2000,Vandalism,Vandalism,45.472395320,-122.622231328,7657755,665472,5/18/2025,1
3900 BLOCK OF SE CESAR E CHAVEZ BLVD,25-103159,Property,Creston-Kenilworth,4/21/2025,0230,Larceny Offenses,Theft From Motor Vehicle,45.494407227,-122.622698658,7657846,673498,4/21/2025,1
3900 BLOCK OF SE CESAR E CHAVEZ BLVD,25-117966,Property,Creston-Kenilworth,5/5/2025,1700,Larceny Offenses,Theft From Motor Vehicle,45.494407227,-122.622698658,7657846,673498,5/6/2025,1
3900 BLOCK OF SE FRANKLIN ST,25-9272,Property,Richmond,11/1/2024,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.499038308,-122.622114845,7658040,675182,1/11/2025,1
3900 BLOCK OF SE GLADSTONE ST,25-903824,Property,Creston-Kenilworth,2/14/2025,1600,Larceny Offenses,Theft From Motor Vehicle,45.493284318,-122.621997426,7658015,673084,2/15/2025,1
3900 BLOCK OF SE GLADSTONE ST,25-906306,Property,Creston-Kenilworth,3/16/2025,0312,Vandalism,Vandalism,45.493372126,-122.621996805,7658016,673116,3/17/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-89736,Property,Creston-Kenilworth,4/8/2025,1034,Counterfeiting/Forgery,Counterfeiting/Forgery,45.490338244,-122.622261864,7657919,672012,4/8/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-901536,Property,Creston-Kenilworth,1/17/2025,1915,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,1/17/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-901997,Property,Creston-Kenilworth,1/23/2025,0020,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,1/23/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-903396,Property,Creston-Kenilworth,2/9/2025,1235,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,2/9/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-906667,Property,Creston-Kenilworth,3/22/2025,1328,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,3/22/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-907030,Property,Creston-Kenilworth,3/25/2025,2025,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,3/25/2025,1
3900 BLOCK OF SE HOLGATE BLVD,25-910473,Property,Creston-Kenilworth,4/26/2025,1430,Larceny Offenses,Shoplifting,45.490338244,-122.622261864,7657919,672012,5/4/2025,1
3900 BLOCK OF SE MAIN ST,25-901325,Property,Sunnyside,1/15/2025,1400,Vandalism,Vandalism,45.513544559,-122.622227666,7658150,680470,1/15/2025,1
3900 BLOCK OF SE MALL ST,25-905299,Property,Creston-Kenilworth,3/5/2025,1300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.491036302,-122.622049989,7657980,672265,3/5/2025,1
3900 BLOCK OF SE MILWAUKIE AVE,25-73644,Property,Brooklyn,3/21/2025,0800,Motor Vehicle Theft,Motor Vehicle Theft,45.494261218,-122.652946290,7650091,673650,3/22/2025,1
3900 BLOCK OF SE MILWAUKIE AVE,25-132818,Property,Brooklyn,5/21/2025,1056,Vandalism,Vandalism,45.494261218,-122.652946290,7650091,673650,5/21/2025,1
3900 BLOCK OF SE POWELL BLVD,25-4021,Property,Richmond,1/5/2025,1115,Larceny Offenses,All Other Larceny,45.497433003,-122.621684250,7658135,674594,1/5/2025,1
3900 BLOCK OF SE POWELL BLVD,25-14213,Property,Creston-Kenilworth,1/16/2025,2343,Larceny Offenses,Shoplifting,45.497345339,-122.621677074,7658136,674562,1/16/2025,1
3900 BLOCK OF SE POWELL BLVD,25-28260,Person,Creston-Kenilworth,2/1/2025,1202,Assault Offenses,Simple Assault,45.497345339,-122.621677074,7658136,674562,2/1/2025,1
3900 BLOCK OF SE POWELL BLVD,25-59951,Property,Richmond,3/7/2025,1834,Robbery,Robbery,45.497433003,-122.621684250,7658135,674594,3/7/2025,1
3900 BLOCK OF SE POWELL BLVD,25-115358,Property,Creston-Kenilworth,5/3/2025,2207,Vandalism,Vandalism,45.497345339,-122.621677074,7658136,674562,5/3/2025,1
3900 BLOCK OF SE POWELL BLVD,25-133683,Property,Richmond,5/22/2025,0200,Robbery,Robbery,45.497433003,-122.621684250,7658135,674594,5/22/2025,1
3900 BLOCK OF SE POWELL BLVD,25-137506,Person,Richmond,5/25/2025,2030,Assault Offenses,Simple Assault,45.497433003,-122.621684250,7658135,674594,5/25/2025,1
3900 BLOCK OF SE POWELL BLVD,25-902467,Property,Richmond,1/28/2025,1830,Larceny Offenses,All Other Larceny,45.497433003,-122.621684250,7658135,674594,1/28/2025,1
3900 BLOCK OF SE POWELL BLVD,25-905829,Property,Richmond,3/4/2025,1820,Larceny Offenses,Shoplifting,45.497433003,-122.621684250,7658135,674594,3/11/2025,1
3900 BLOCK OF SE POWELL BLVD,25-907595,Property,Richmond,4/2/2025,1025,Vandalism,Vandalism,45.497433003,-122.621684250,7658135,674594,4/2/2025,1
3900 BLOCK OF SE POWELL BLVD,25-908455,Property,Creston-Kenilworth,4/12/2025,1730,Fraud Offenses,Credit Card/ATM Fraud,45.497345339,-122.621677074,7658136,674562,4/13/2025,1
3900 BLOCK OF SE POWELL BLVD,25-908574,Property,Richmond,4/11/2025,0025,Burglary,Burglary,45.497433003,-122.621684250,7658135,674594,4/13/2025,1
3900 BLOCK OF SE REEDWAY ST,25-911961,Property,Woodstock,3/10/2025,0130,Fraud Offenses,Identity Theft,45.481313903,-122.622139313,7657864,668722,5/24/2025,1
3900 BLOCK OF SE RURAL ST,25-900767,Property,Woodstock,1/5/2025,0300,Larceny Offenses,Theft From Motor Vehicle,45.471868757,-122.622219464,7657753,665280,1/9/2025,1
3900 BLOCK OF SE SALMON ST,25-904624,Property,Sunnyside,2/23/2025,1700,Burglary,Burglary,45.514345866,-122.622218588,7658160,680762,2/25/2025,1
3900 BLOCK OF SE TAYLOR ST,25-903849,Property,Sunnyside,2/15/2025,2135,Larceny Offenses,All Other Larceny,45.514971414,-122.622218551,7658166,680990,2/15/2025,1
3900 BLOCK OF SE WOODSTOCK BLVD,25-18895,Property,Woodstock,1/22/2025,0829,Robbery,Robbery,45.479148997,-122.622148162,7657841,667933,1/22/2025,1
3900 BLOCK OF SW CULLEN BLVD,25-911532,Property,Hayhurst,4/25/2025,0800,Fraud Offenses,Identity Theft,45.483184977,-122.717534693,7633424,670061,5/19/2025,1
3900 BLOCK OF SW DOLPH CT,25-75144,Property,Multnomah,2/7/2025,0000,Fraud Offenses,Identity Theft,45.461852612,-122.717521210,7633214,662286,3/24/2025,1
3900 BLOCK OF SW DOLPH CT,25-901898,Property,Multnomah,1/13/2025,1325,Larceny Offenses,All Other Larceny,45.461764803,-122.717521684,7633213,662254,1/22/2025,1
3900 BLOCK OF SW DOLPH CT,25-906057,Property,Multnomah,3/14/2025,0005,Larceny Offenses,Theft From Motor Vehicle,45.461764803,-122.717521684,7633213,662254,3/14/2025,1
3900 BLOCK OF W POWELL BLVD,25-6522,Property,Other,1/8/2025,1317,Fraud Offenses,Credit Card/ATM Fraud,45.489567660,-122.472505762,7696304,670758,1/8/2025,1
3900 BLOCK OF W POWELL BLVD,25-6522,Property,Other,1/8/2025,1317,Fraud Offenses,Identity Theft,45.489567660,-122.472505762,7696304,670758,1/8/2025,1
4000 BLOCK OF E BURNSIDE ST,25-908207,Property,Laurelhurst,4/7/2025,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.523166315,-122.620748958,7658621,683967,4/9/2025,1
4000 BLOCK OF N ALASKA ST,25-47986,Property,Portsmouth,2/23/2025,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.587878449,-122.709006697,7636654,708159,2/23/2025,1
4000 BLOCK OF N ALBINA AVE,25-79288,Property,Boise,3/11/2025,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.552714412,-122.674533519,7645131,695103,3/28/2025,1
4000 BLOCK OF N ATTU ST,25-16332,Property,Portsmouth,1/19/2025,0058,Motor Vehicle Theft,Motor Vehicle Theft,45.589987316,-122.708487046,7636808,708924,1/19/2025,1
4000 BLOCK OF N ATTU ST,25-87513,Property,Portsmouth,4/5/2025,2318,Vandalism,Vandalism,45.589987316,-122.708487046,7636808,708924,4/5/2025,1
4000 BLOCK OF N ATTU ST,25-112803,Person,Portsmouth,5/1/2025,1027,Assault Offenses,Intimidation,45.589987316,-122.708487046,7636808,708924,5/1/2025,1
4000 BLOCK OF N ATTU ST,25-908880,Property,Portsmouth,4/14/2025,1300,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.590075122,-122.708486557,7636809,708956,4/16/2025,1
4000 BLOCK OF N BORTHWICK AVE,25-911703,Property,Boise,5/12/2025,1705,Vandalism,Vandalism,45.552695867,-122.673337826,7645437,695088,5/20/2025,1
4000 BLOCK OF N GANTENBEIN AVE,25-900690,Property,Boise,1/6/2025,0200,Larceny Offenses,Theft From Motor Vehicle,45.552679928,-122.668951715,7646560,695052,1/8/2025,1
4000 BLOCK OF N INTERSTATE AVE,25-63817,Person,Overlook,3/12/2025,0115,Assault Offenses,Aggravated Assault,45.552760052,-122.680814796,7643523,695163,3/12/2025,1
4000 BLOCK OF N INTERSTATE AVE,25-143616,Property,Overlook,5/31/2025,1116,Vandalism,Vandalism,45.552760052,-122.680814796,7643523,695163,5/31/2025,1
4000 BLOCK OF N MASSACHUSETTS AVE,25-129194,Property,Overlook,5/17/2025,1729,Larceny Offenses,All Other Larceny,45.552773258,-122.681998575,7643220,695176,5/17/2025,1
4000 BLOCK OF N MISSISSIPPI AVE,25-901232,Property,Boise,1/14/2025,1330,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.552732483,-122.675463643,7644893,695116,1/14/2025,1
4000 BLOCK OF N MISSISSIPPI AVE,25-901270,Property,Boise,1/14/2025,1100,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.552732483,-122.675463643,7644893,695116,1/14/2025,1
4000 BLOCK OF N OVERLOOK BLVD,25-24886,Property,Overlook,1/28/2025,1933,Vandalism,Vandalism,45.552792515,-122.687482203,7641816,695221,1/28/2025,1
4000 BLOCK OF N OVERLOOK BLVD,25-906568,Property,Overlook,3/13/2025,1935,Fraud Offenses,Identity Theft,45.552792515,-122.687482203,7641816,695221,3/20/2025,1
4000 BLOCK OF N WILLIAMS AVE,25-83916,Property,Boise,3/31/2025,1830,Vandalism,Vandalism,45.552687186,-122.666675283,7647143,695039,4/2/2025,1
4000 BLOCK OF N WILLIAMS AVE,25-99030,Property,Boise,4/16/2025,0000,Larceny Offenses,All Other Larceny,45.552687186,-122.666675283,7647143,695039,4/17/2025,1
4000 BLOCK OF NE 6TH AVE,25-12322,Person,King,1/15/2025,0117,Assault Offenses,Simple Assault,45.552685082,-122.659642018,7648944,694990,1/15/2025,1
4000 BLOCK OF NE 6TH AVE,25-36704,Person,King,2/9/2025,1600,Assault Offenses,Simple Assault,45.552685082,-122.659642018,7648944,694990,2/10/2025,1
4000 BLOCK OF NE 7TH AVE,25-128212,Property,King,5/16/2025,1746,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.552681074,-122.658540613,7649226,694981,5/16/2025,1
4000 BLOCK OF NE 14TH AVE,25-907822,Property,Sabin,4/5/2025,1220,Larceny Offenses,Theft From Motor Vehicle,45.552578644,-122.651710537,7650974,694897,4/5/2025,1
4000 BLOCK OF NE 79TH AVE,25-45875,Person,Roseway,2/21/2025,0950,Assault Offenses,Aggravated Assault,45.552080193,-122.581775543,7668878,694246,2/21/2025,1
4000 BLOCK OF NE 122ND AVE,25-96565,Property,Argay,4/15/2025,0945,Larceny Offenses,Theft From Motor Vehicle,45.551990472,-122.537161799,7680302,693922,4/15/2025,1
4000 BLOCK OF NE 122ND AVE,25-900233,Property,Argay,12/28/2024,0809,Larceny Offenses,All Other Larceny,45.551990472,-122.537161799,7680302,693922,1/2/2025,1
4000 BLOCK OF NE 122ND AVE,25-900294,Property,Argay,1/4/2025,0643,Larceny Offenses,All Other Larceny,45.551990472,-122.537161799,7680302,693922,1/4/2025,1
4000 BLOCK OF NE 125TH PL,25-120300,Property,Argay,5/7/2025,1712,Larceny Offenses,Theft From Motor Vehicle,45.552160891,-122.534664838,7680943,693968,5/8/2025,1
4000 BLOCK OF NE 133RD AVE,25-11803,Person,Argay,1/1/2025,0000,Assault Offenses,Intimidation,45.552654704,-122.525810414,7683215,694091,1/14/2025,1
4000 BLOCK OF NE 133RD AVE,25-800156,Property,Argay,1/7/2025,0121,Arson,Arson,45.552654704,-122.525810414,7683215,694091,1/7/2025,1
4000 BLOCK OF NE 135TH AVE,25-51733,Property,Argay,2/27/2025,0837,Burglary,Burglary,45.553067774,-122.524009330,7683680,694230,2/27/2025,1
4000 BLOCK OF NE 158TH AVE,25-908928,Property,Wilkes,4/17/2025,0719,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.552020271,-122.500151954,7689780,693696,4/17/2025,1
4000 BLOCK OF NE BROADWAY,25-9052,Property,Hollywood,1/11/2025,0555,Burglary,Burglary,45.535079556,-122.621615651,7658513,688315,1/11/2025,1
4000 BLOCK OF NE CULLY BLVD,25-2807,Property,Cully,1/4/2025,0417,Burglary,Burglary,45.552160989,-122.603713058,7663261,694421,1/4/2025,1
4000 BLOCK OF NE CULLY BLVD,25-2807,Property,Cully,1/4/2025,0417,Vandalism,Vandalism,45.552160989,-122.603713058,7663261,694421,1/4/2025,1
4000 BLOCK OF NE FREMONT ST,25-910331,Property,Beaumont-Wilshire,5/2/2025,1720,Larceny Offenses,Shoplifting,45.548255411,-122.621260870,7658730,693115,5/6/2025,1
4000 BLOCK OF NE HIGHLAND ST,25-36232,Property,Concordia,2/3/2025,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.569224516,-122.622162120,7658700,700764,2/10/2025,1
4000 BLOCK OF NE KILLINGSWORTH ST,25-79663,Property,Concordia,3/27/2025,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.562833483,-122.621930887,7658698,698433,3/28/2025,1
4000 BLOCK OF NE KILLINGSWORTH ST,25-910181,Property,Concordia,4/25/2025,2305,Larceny Offenses,All Other Larceny,45.562745749,-122.621927606,7658698,698401,5/1/2025,1
4000 BLOCK OF NE MALLORY AVE,25-50136,Property,King,2/25/2025,1530,Larceny Offenses,Theft From Motor Vehicle,45.552693397,-122.663723220,7647899,695021,2/25/2025,1
4000 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-22147,Person,King,1/25/2025,1741,Assault Offenses,Intimidation,45.552694655,-122.661614485,7648439,695007,1/25/2025,1
4000 BLOCK OF NE MARTIN LUTHER KING JR BLVD,25-79355,Property,King,3/28/2025,1442,Robbery,Robbery,45.552694655,-122.661614485,7648439,695007,3/28/2025,1
4000 BLOCK OF NE ROSELAWN ST,25-32488,Property,Concordia,2/6/2025,0604,Larceny Offenses,All Other Larceny,45.560874686,-122.621924029,7658681,697719,2/6/2025,1
4000 BLOCK OF NW CORNELL RD,25-907455,Property,Forest Park,3/30/2025,1800,Larceny Offenses,Theft From Motor Vehicle,45.528316933,-122.722338436,7632645,686544,3/31/2025,1
4000 BLOCK OF NW THURMAN ST,25-74470,Property,Forest Park,3/23/2025,1648,Larceny Offenses,Theft From Motor Vehicle,45.539702806,-122.724349870,7632244,690708,3/23/2025,1
4000 BLOCK OF NW THURMAN ST,25-74470,Property,Forest Park,3/23/2025,1648,Vandalism,Vandalism,45.539702806,-122.724349870,7632244,690708,3/23/2025,1
4000 BLOCK OF NW THURMAN ST,25-94221,Property,Forest Park,4/12/2025,1820,Larceny Offenses,Theft From Motor Vehicle,45.539702806,-122.724349870,7632244,690708,4/12/2025,1
4000 BLOCK OF NW THURMAN ST,25-908195,Property,Forest Park,4/4/2025,1600,Larceny Offenses,Theft From Motor Vehicle,45.539632883,-122.724276852,7632262,690682,4/8/2025,1
4000 BLOCK OF NW THURMAN ST,25-908290,Property,Forest Park,4/8/2025,1245,Larceny Offenses,Theft From Motor Vehicle,45.539702806,-122.724349870,7632244,690708,4/10/2025,1
4000 BLOCK OF S BOND AVE,25-900747,Property,South Portland,1/8/2025,2020,Vandalism,Vandalism,45.494115792,-122.670874265,7645494,673720,1/9/2025,1
4000 BLOCK OF SE 32ND AVE,25-79044,Property,Creston-Kenilworth,3/28/2025,0350,Motor Vehicle Theft,Motor Vehicle Theft,45.493707107,-122.632647498,7655289,673310,3/28/2025,1
4000 BLOCK OF SE 33RD AVE,25-15191,Property,Creston-Kenilworth,1/17/2025,2324,Burglary,Burglary,45.493706009,-122.631672191,7655539,673303,1/17/2025,1
